"","state","numcol","yieldpercol","totalprod","stocks","priceperlb","prodvalue","year","yieldpercol_kg","price_per_kg","totalprod_kg","StateName","Region","FIPS","nCLOTHIANIDIN","nIMIDACLOPRID","nTHIAMETHOXAM","nACETAMIPRID","nTHIACLOPRID","nAllNeonic","nAllNeonic_kg"
"916","IL",8000,56,448000,116000,2.59,1160000,2008,25.4011759673995,5.7099718606,203209.407739196,"Illinois","Midwest",17,83463.1,10470,17551.8,24.9,0,111509.8,50580.0009265986
"917","IL",8000,61,488000,146000,1.17,571000,2000,27.6691381073459,2.5794081378,221353.104858767,"Illinois","Midwest",17,0,416.4,0,0,0,416.4,188.875887014735
"918","IL",8000,85,680000,408000,1.84,1251000,2005,38.5553563790885,4.0565051056,308442.851032708,"Illinois","Midwest",17,47239,7969.5,4114.8,74.2,0,59397.5,26942.256241493
"919","IL",9000,41,369000,92000,2.78,1026000,2010,18.5972895475603,6.1288501052,167375.605928043,"Illinois","Midwest",17,78975.3,74302.9,34804.7,24.5,0,188107.4,85324.09228875
"920","IL",9000,63,567000,374000,2.49,1412000,2007,28.5763229633244,5.4895096266,257186.90666992,"Illinois","Midwest",17,59760.1,6555.4,14219,73.1,0,80607.6,36562.9969983884
"921","IL",9000,66,594000,327000,1.15,683000,1999,29.9371002472922,2.535315691,269433.90222563,"Illinois","Midwest",17,0,231,0,0,0,231,104.779850865523
"922","IL",9000,71,639000,204000,1.19,760000,1998,32.2050623872386,2.6235005846,289845.561485148,"Illinois","Midwest",17,0,200.9,0,0,0,200.9,91.1267187830456
"923","IL",9000,80,720000,130000,1.47,1058000,2002,36.2873942391421,3.2407948398,326586.548152279,"Illinois","Midwest",17,0,293.7,15.7,0,0,309.4,140.341497219882
"924","IN",8000,71,568000,352000,1.13,642000,1997,32.2050623872386,2.4912232442,257640.499097909,"Indiana","Midwest",18,0,414.7,0,0,0,414.7,188.104779887153
"925","IN",9000,75,675000,412000,1.03,695000,1996,34.0194320991957,2.2707610102,306174.888892762,"Indiana","Midwest",18,0,617.8,0,0,0,617.8,280.229402011775
"926","IN",12000,63,756000,166000,0.72,544000,1995,28.5763229633244,1.5873280848,342915.875559893,"Indiana","Midwest",18,0,81.3,0,0,0,81.3,36.8770643955282
"927","IN",12000,66,792000,364000,0.7,554000,1993,29.9371002472922,1.543235638,359245.202967507,"Indiana","Midwest",18,NA,NA,NA,NA,NA,NA,NA
"928","IN",13000,54,702000,204000,0.71,498000,1994,24.4939911114209,1.5652818614,318421.884448472,"Indiana","Midwest",18,NA,NA,NA,NA,NA,NA,NA
"929","IN",15000,31,465000,186000,0.72,335000,1992,14.0613652676676,1.5873280848,210920.479015013,"Indiana","Midwest",18,NA,NA,NA,NA,NA,NA,NA
"930","IN",21000,50,1050000,368000,0.68,714000,1991,22.6796213994638,1.4991431912,476272.04938874,"Indiana","Midwest",18,NA,NA,NA,NA,NA,NA,NA
"931","IN",10000,43,430000,151000,2.23,959000,2010,19.5044744035389,4.9163078182,195044.744035389,"Indiana","Midwest",18,38671.5,50011.9,16785.9,30.8,13.7,105513.8,47860.2607283749
"932","IN",10000,81,810000,437000,0.9,729000,1999,36.7409866671314,1.984160106,367409.866671314,"Indiana","Midwest",18,0,458.3,0,0,0,458.3,207.881409747485
"933","IN",5000,56,280000,78000,1.66,465000,2003,25.4011759673995,3.6596730844,127005.879836997,"Indiana","Midwest",18,0,441.8,69,65.5,0,576.3,261.40531625022
"934","IN",5000,62,310000,115000,3.19,989000,2014,28.1227305353351,7.0327452646,140613.652676676,"Indiana","Midwest",18,149287.3,66659.6,18844.2,56.8,0.4,234848.3,106525.410606154
"935","IN",6000,47,282000,82000,2.77,781000,2013,21.318844115496,6.1068038818,127913.064692976,"Indiana","Midwest",18,123068.8,37155.9,23874.4,27.6,0,184126.7,83518.4769106531
"936","IN",6000,53,318000,165000,3.23,1027000,2015,24.0403986834316,7.1209301582,144242.39210059,"Indiana","Midwest",18,7.1,2418.8,1287.9,38.3,0,3752.1,1701.92414905856
"937","IN",7000,48,336000,128000,3.94,1324000,2017,21.7724365434853,8.6862120196,152407.055804397,"Indiana","Midwest",18,NA,NA,NA,NA,NA,NA,NA
"938","IN",7000,54,378000,125000,1.58,597000,2006,24.4939911114209,3.4833032972,171457.937779946,"Indiana","Midwest",18,28214.9,4295.6,10034.6,32.6,53.1,42630.8,19337.0080791252
"939","IN",7000,59,413000,145000,1.47,607000,2004,26.7619532513673,3.2407948398,187333.672759571,"Indiana","Midwest",18,18854.2,3633.8,2092.6,66.7,83.6,24730.9,11217.74897736
"940","IN",7000,62,434000,208000,3.46,1502000,2016,28.1227305353351,7.6279932964,196859.113747346,"Indiana","Midwest",18,6.4,1768.4,937.9,35.3,0,2748,1246.47199211453
"941","IN",7000,67,469000,150000,1.68,788000,2008,30.3906926752815,3.7037655312,212734.848726971,"Indiana","Midwest",18,37050.8,2742.7,10810.1,20.2,18.6,50642.4,22971.0091752041
"942","IN",7000,76,532000,186000,0.92,489000,2001,34.473024527185,2.0282525528,241311.171690295,"Indiana","Midwest",18,0,393.3,0,0,0,393.3,178.397901928182
"943","IN",8000,51,408000,147000,2.14,873000,2011,23.1332138274531,4.7178918076,185065.710619625,"Indiana","Midwest",18,56387.8,53736.8,15199.8,45.6,4.3,125374.3,56868.8331444559
"944","IN",8000,53,424000,119000,1.5,636000,2007,24.0403986834316,3.30693351,192323.189467453,"Indiana","Midwest",18,45215.8,7096.6,10117.2,40.6,10.2,62480.4,28340.6363377412
"945","IN",8000,59,472000,203000,2.54,1199000,2012,26.7619532513673,5.5997407436,214095.626010938,"Indiana","Midwest",18,108503.1,52850.4,19470.2,28.2,1.7,180853.6,82033.8235346014
"946","IN",8000,62,496000,233000,1.19,590000,2002,28.1227305353351,2.6235005846,224981.844282681,"Indiana","Midwest",18,0,255.7,30.2,0,0,285.9,129.682075162134
"947","IN",8000,64,512000,189000,1.18,604000,2005,29.0299153913137,2.6014543612,232239.323130509,"Indiana","Midwest",18,39014.6,2692.9,6777,41.7,24.5,48550.7,22022.229893579
"948","IN",8000,65,520000,286000,1.03,536000,2000,29.483507819303,2.2707610102,235868.062554424,"Indiana","Midwest",18,0,228.9,0,0,0,228.9,103.827306766745
"949","IN",9000,32,288000,101000,2.02,582000,2009,14.5149576956568,4.4533371268,130634.619260912,"Indiana","Midwest",18,37115,13889.8,15124.8,76.8,19.8,66226.2,30039.7028545034
"950","IN",9000,92,828000,489000,0.85,704000,1998,41.7305033750134,1.873928989,375574.530375121,"Indiana","Midwest",18,0,93.1,0,0,0,93.1,42.2294550458016
"951","KS",16000,51,816000,294000,0.94,767000,1996,23.1332138274531,2.0723449996,370131.421239249,"Kansas","Midwest",20,0,7.6,0,0,0,7.6,3.4473024527185
"952","KS",17000,67,1139000,182000,0.89,1014000,1995,30.3906926752815,1.9621138826,516641.775479786,"Kansas","Midwest",20,0,24.4,0,0,0,24.4,11.0676552429383
"953","KS",17000,71,1207000,688000,0.81,978000,1997,32.2050623872386,1.7857440954,547486.060583057,"Kansas","Midwest",20,0,156.7,0,0,0,156.7,71.0779334659196
"954","KS",19000,47,893000,214000,0.72,643000,1994,21.318844115496,1.5873280848,405058.038194424,"Kansas","Midwest",20,NA,NA,NA,NA,NA,NA,NA
"955","KS",23000,57,1311000,891000,0.56,734000,1993,25.8547683953887,1.2345885104,594659.673093941,"Kansas","Midwest",20,NA,NA,NA,NA,NA,NA,NA
"956","KS",28000,58,1624000,244000,0.59,958000,1992,26.308360823378,1.3007271806,736634.103054585,"Kansas","Midwest",20,NA,NA,NA,NA,NA,NA,NA
"957","KS",35000,52,1820000,291000,0.6,1092000,1991,23.5868062554424,1.322773404,825538.218940483,"Kansas","Midwest",20,NA,NA,NA,NA,NA,NA,NA
"958","KS",10000,61,610000,128000,1.55,946000,2008,27.6691381073459,3.417164627,276691.381073459,"Kansas","Midwest",20,18574.2,6267.3,11798.4,0,0,36639.9,16619.5812022843
"959","KS",13000,51,663000,530000,0.96,636000,2001,23.1332138274531,2.1164374464,300731.77975689,"Kansas","Midwest",20,0,46.9,0,0,0,46.9,21.2734848726971
"960","KS",13000,67,871000,854000,1.11,967000,1999,30.3906926752815,2.4471307974,395079.00477866,"Kansas","Midwest",20,0,22.6,0,0,0,22.6,10.2511888725576
"961","KS",14000,40,560000,196000,1.18,661000,2007,18.1436971195711,2.6014543612,254011.759673995,"Kansas","Midwest",20,20029,1155.9,6636.6,0,235.3,28056.8,12726.3520336095
"962","KS",14000,55,770000,246000,1.17,901000,2006,24.9475835394102,2.5794081378,349266.169551743,"Kansas","Midwest",20,12961,3964.6,9406.4,0,0,26332,11943.9958138136
"963","KS",14000,80,1120000,683000,1.18,1322000,2004,36.2873942391421,2.6014543612,508023.51934799,"Kansas","Midwest",20,7479.3,10636.1,3575.9,20.2,0,21711.5,9848.17200028917
"964","KS",15000,68,1020000,520000,0.91,928000,2000,30.8442851032708,2.0062063294,462664.276549062,"Kansas","Midwest",20,0,28.7,0,0,0,28.7,13.0181026832922
"965","KS",16000,46,736000,390000,0.87,640000,1998,20.8652516875067,1.9180214358,333844.027000107,"Kansas","Midwest",20,0,20.1,0,0,0,20.1,9.11720780258445
"966","KS",16000,50,8e+05,328000,1.05,840000,2005,22.6796213994638,2.314853457,362873.942391421,"Kansas","Midwest",20,10489,3142.6,5469.7,0,0,19101.3,8664.20504475156
"967","KS",16000,57,912000,447000,1.41,1286000,2003,25.8547683953887,3.1085174994,413676.29432622,"Kansas","Midwest",20,0,23.7,81.7,16.2,0,121.6,55.156839243496
"968","KS",17000,52,884000,407000,1.5,1326000,2002,23.5868062554424,3.30693351,400975.70634252,"Kansas","Midwest",20,0,10.2,98.1,0,0,108.3,49.1240599512386
"969","KS",6000,46,276000,39000,2.5,690000,2013,20.8652516875067,5.51155585,125191.51012504,"Kansas","Midwest",20,71506.6,29835,29067,0,0,130408.6,59152.3535046823
"970","KS",6000,55,330000,125000,2.28,752000,2012,24.9475835394102,5.0265389352,149685.501236461,"Kansas","Midwest",20,48739.6,37132.2,29558.4,0,0,115430.2,52358.2646812878
"971","KS",7000,44,308000,117000,2.15,662000,2011,19.9580668315282,4.739938031,139706.467820697,"Kansas","Midwest",20,29542.7,19711.5,24384.9,0,0,73639.1,33402.1381639451
"972","KS",7000,48,336000,54000,3.04,1021000,2016,21.7724365434853,6.7020519136,152407.055804397,"Kansas","Midwest",20,0,2221.5,2408.3,0,0,4629.8,2100.04222310475
"973","KS",7000,75,525000,84000,2.38,1250000,2014,34.0194320991957,5.2470011692,238136.02469437,"Kansas","Midwest",20,67757.5,46814.4,31315.3,0.3,0,145887.5,66173.4653382855
"974","KS",7000,79,553000,260000,4.18,2312000,2017,35.8338018111528,9.2153213812,250836.61267807,"Kansas","Midwest",20,NA,NA,NA,NA,NA,NA,NA
"975","KS",8000,36,288000,107000,3.5,1008000,2015,16.3293274076139,7.71617819,130634.619260912,"Kansas","Midwest",20,0,2238.9,2230,0.2,0,4469.1,2027.14991992688
"976","KS",9000,52,468000,103000,2.02,945000,2010,23.5868062554424,4.4533371268,212281.256298981,"Kansas","Midwest",20,15132.8,22264.7,17974.1,0,0,55371.6,25116.138485651
"977","KS",9000,63,567000,164000,1.85,1049000,2009,28.5763229633244,4.078551329,257186.90666992,"Kansas","Midwest",20,24430.8,8915.2,26354.2,0,0,59700.2,27079.5586694454
"978","KY",3000,44,132000,30000,1.02,135000,1995,19.9580668315282,2.2487147868,59874.2004945845,"Kentucky","South",21,0,78.8,0,0,0,78.8,35.743083325555
"979","KY",3000,54,162000,57000,0.98,159000,1994,24.4939911114209,2.1605298932,73481.9733342628,"Kentucky","South",21,NA,NA,NA,NA,NA,NA,NA
"980","KY",3000,60,180000,23000,1.28,230000,1996,27.2155456793566,2.8219165952,81646.6370380697,"Kentucky","South",21,0,34.5,0,0,0,34.5,15.64893876563
"981","KY",3000,60,180000,54000,1.48,266000,1997,27.2155456793566,3.2628410632,81646.6370380697,"Kentucky","South",21,0,1370.3,0,0,0,1370.3,621.557704073705
"982","KY",4000,30,120000,54000,0.74,89000,1992,13.6077728396783,1.6314205316,54431.0913587132,"Kentucky","South",21,NA,NA,NA,NA,NA,NA,NA
"983","KY",4000,60,240000,89000,0.84,202000,1993,27.2155456793566,1.8518827656,108862.182717426,"Kentucky","South",21,NA,NA,NA,NA,NA,NA,NA
"984","KY",7000,25,175000,88000,0.96,168000,1991,11.3398106997319,2.1164374464,79378.6748981234,"Kentucky","South",21,NA,NA,NA,NA,NA,NA,NA
"985","KY",3000,41,123000,17000,3.25,4e+05,2013,18.5972895475603,7.165022605,55791.868642681,"Kentucky","South",21,32857.7,14255.7,4577.4,27.2,0,51718,23458.8931907494
"986","KY",3000,50,150000,12000,1.24,186000,1999,22.6796213994638,2.7337317016,68038.8641983915,"Kentucky","South",21,0,4566.6,0,0,0,4566.6,2071.37518165583
"987","KY",3000,50,150000,51000,1.4,210000,1998,22.6796213994638,3.086471276,68038.8641983915,"Kentucky","South",21,0,3317.9,0,0,0,3317.9,1504.97431682562
"988","KY",4000,39,156000,12000,3.17,495000,2011,17.6901046915818,6.9886528178,70760.4187663271,"Kentucky","South",21,7982,16392.4,11304.4,32.7,0,35711.5,16198.465992139
"989","KY",4000,39,156000,27000,2.44,381000,2008,17.6901046915818,5.3792785096,70760.4187663271,"Kentucky","South",21,5241.4,5605.5,2053.5,36.4,0,12936.8,5868.03452241167
"990","KY",4000,48,192000,54000,1.35,259000,2000,21.7724365434853,2.976240159,87089.7461739411,"Kentucky","South",21,0,3284.7,0,0,0,3284.7,1489.91504821638
"991","KY",4000,61,244000,54000,2.12,517000,2007,27.6691381073459,4.6737993608,110676.552429383,"Kentucky","South",21,9675.1,2649.4,1569.6,30.7,0,13924.8,6316.18384126507
"992","KY",4000,78,312000,125000,1.41,440000,2001,35.3802093831636,3.1085174994,141520.837532654,"Kentucky","South",21,0,2705.4,0,0,0,2705.4,1227.14895468219
"993","KY",5000,35,175000,25000,2.71,474000,2009,15.8757349796247,5.9745265414,79378.6748981234,"Kentucky","South",21,8067.6,5332.7,3797.5,42.7,0,17240.5,7820.16025474912
"994","KY",5000,38,190000,42000,4.08,775000,2017,17.2365122635925,8.9948591472,86182.5613179625,"Kentucky","South",21,NA,NA,NA,NA,NA,NA,NA
"995","KY",5000,46,230000,48000,4.02,925000,2016,20.8652516875067,8.8625818068,104326.258437534,"Kentucky","South",21,8.4,4470,339.8,27.3,0,4845.5,2197.88210982204
"996","KY",5000,46,230000,55000,4.04,929000,2015,20.8652516875067,8.9066742536,104326.258437534,"Kentucky","South",21,2.5,3918.7,582.5,58.5,0,4562.2,2069.37937497268
"997","KY",5000,47,235000,56000,3.96,931000,2014,21.318844115496,8.7303044664,106594.22057748,"Kentucky","South",21,36534.5,30765.2,8474.1,45.4,0,75819.2,34391.0150162045
"998","KY",5000,48,240000,14000,1.67,401000,2003,21.7724365434853,3.6817193078,108862.182717426,"Kentucky","South",21,0,2013.9,312.9,3.6,0,2330.4,1057.05179418621
"999","KY",5000,50,250000,40000,2.08,520000,2005,22.6796213994638,4.5856144672,113398.106997319,"Kentucky","South",21,1915.3,1821.1,428.5,28.4,0,4193.3,1902.04912828743
"1000","KY",5000,51,255000,41000,3.15,803000,2012,23.1332138274531,6.944560371,115666.069137265,"Kentucky","South",21,19734.3,13952.5,6714.5,18.6,0,40419.9,18334.1605800837
"1001","KY",5000,54,270000,78000,1.63,440000,2002,24.4939911114209,3.5935344142,122469.955557105,"Kentucky","South",21,0,2862.4,137.7,0,0,3000.1,1360.82264321063
"1002","KY",5000,56,280000,34000,1.96,549000,2004,25.4011759673995,4.3210597864,127005.879836997,"Kentucky","South",21,1655.6,3462.8,348.6,54.6,1.9,5523.5,2505.41777599877
"1003","KY",5000,56,280000,70000,2.19,613000,2006,25.4011759673995,4.8281229246,127005.879836997,"Kentucky","South",21,3652.4,4672.3,1422.8,60.9,1.1,9809.5,4449.51492236081
"1004","KY",5000,67,335000,67000,2.72,911000,2010,30.3906926752815,5.9965727648,151953.463376408,"Kentucky","South",21,8732.8,16406.8,3748.7,21.6,0,28909.9,13113.3117339272
"1005","LA",33000,119,3927000,275000,0.63,2474000,1995,53.9774989307239,1.3889120742,1781257.46471389,"Louisiana","South",22,0,945.9,0,0,0,945.9,429.053077635056
"1006","LA",35000,98,3430000,515000,0.46,1578000,1994,44.4520579429491,1.0141262764,1555822.02800322,"Louisiana","South",22,NA,NA,NA,NA,NA,NA,NA
"1007","LA",37000,106,3922000,784000,0.83,3255000,1996,48.0807973668633,1.8298365422,1778989.50257394,"Louisiana","South",22,0,1406.4,0,0,0,1406.4,637.932390724118
"1008","LA",40000,70,2800000,168000,0.53,1484000,1991,31.7514699592493,1.1684498402,1270058.79836997,"Louisiana","South",22,NA,NA,NA,NA,NA,NA,NA
"1009","LA",44000,115,5060000,759000,0.7,3542000,1997,52.1631292187668,1.543235638,2295177.68562574,"Louisiana","South",22,0,493.8,0,0,0,493.8,223.983940941105
"1010","LA",45000,107,4815000,385000,0.51,2456000,1992,48.5343897948526,1.1243573934,2184047.54076837,"Louisiana","South",22,NA,NA,NA,NA,NA,NA,NA
"1011","LA",47000,86,4042000,1213000,0.52,2102000,1993,39.0089488070778,1.1464036168,1833420.59393266,"Louisiana","South",22,NA,NA,NA,NA,NA,NA,NA
"1012","LA",29000,89,2581000,413000,1.08,2787000,2007,40.3697260910456,2.3809921272,1170722.05664032,"Louisiana","South",22,730.1,3945.3,9864.2,759.7,0,15299.3,6939.64663353633
"1013","LA",30000,90,2700000,675000,0.9,2430000,2006,40.8233185190349,1.984160106,1224699.55557105,"Louisiana","South",22,1909.5,4995.6,13520.1,356.3,0,20781.5,9426.33104225915
"1014","LA",34000,90,3060000,275000,1.24,3794000,2003,40.8233185190349,2.7337317016,1387992.82964719,"Louisiana","South",22,0,1251.1,1297.8,25.5,0,2574.4,1167.72834661559
"1015","LA",35000,124,4340000,347000,1.16,5034000,2002,56.2454610706703,2.5573619144,1968591.13747346,"Louisiana","South",22,0,1309.1,221.2,75.5,0,1605.8,728.37872086518
"1016","LA",35000,97,3395000,611000,0.72,2444000,2005,43.9984655149598,1.5873280848,1539946.29302359,"Louisiana","South",22,560.3,3257.3,5588.3,91.5,0,9497.4,4307.94872558535
"1017","LA",35000,98,3430000,240000,0.79,2710000,2004,44.4520579429491,1.7416516486,1555822.02800322,"Louisiana","South",22,136.6,5336.1,7054,490.4,0,13017.1,5904.45799437921
"1018","LA",36000,77,2772000,471000,1.67,4629000,2011,34.9266169551743,3.6817193078,1257358.21038627,"Louisiana","South",22,4850.7,20744.8,19026.7,2129.5,0,46751.7,21206.2171156262
"1019","LA",36000,80,2880000,288000,1.5,4320000,2010,36.2873942391421,3.30693351,1306346.19260912,"Louisiana","South",22,3808.5,18262.6,6468.3,107.2,0,28646.6,12993.8808476376
"1020","LA",37000,103,3811000,610000,1.36,5183000,2009,46.7200200828955,2.9982863824,1728640.74306713,"Louisiana","South",22,4220.8,4983.4,14607,384.2,0,24195.4,10974.8502321717
"1021","LA",40000,77,3080000,493000,1.36,4189000,2008,34.9266169551743,2.9982863824,1397064.67820697,"Louisiana","South",22,1058.4,10848.2,14375.5,451.6,0,26733.7,12126.2038921369
"1022","LA",41000,111,4551000,865000,0.59,2685000,1998,50.3487595068097,1.3007271806,2064299.1397792,"Louisiana","South",22,0,433.8,0,0,0,433.8,196.768395261748
"1023","LA",41000,86,3526000,141000,1.83,6453000,2012,39.0089488070778,4.0344588822,1599366.90109019,"Louisiana","South",22,6514.1,18133.3,20919.4,0.1,0,45566.9,20668.8008069446
"1024","LA",43000,81,3483000,279000,1.88,6548000,2017,36.7409866671314,4.1446899992,1579862.42668665,"Louisiana","South",22,NA,NA,NA,NA,NA,NA,NA
"1025","LA",43000,94,4042000,1334000,0.52,2102000,2000,42.637688230992,1.1464036168,1833420.59393266,"Louisiana","South",22,0,2964.7,0,0,0,2964.7,1344.76547125981
"1026","LA",44000,99,4356000,348000,1.95,8494000,2015,44.9056503709384,4.299013563,1975848.61632129,"Louisiana","South",22,0,7778.9,4740.4,593,0,13112.3,5947.63999352379
"1027","LA",45000,106,4770000,572000,0.6,2862000,2001,48.0807973668633,1.322773404,2163635.88150885,"Louisiana","South",22,0,2804.1,460.1,0,0,3264.2,1480.6164034426
"1028","LA",48000,114,5472000,821000,0.49,2681000,1999,51.7095367907775,1.0802649466,2482057.76595732,"Louisiana","South",22,0,628.4,0,0,0,628.4,285.037481748461
"1029","LA",48000,84,4032000,524000,2.18,8790000,2014,38.1017639510992,4.8060767012,1828884.66965276,"Louisiana","South",22,4006.1,20872,24656.1,543.1,0,50077.3,22714.6840941474
"1030","LA",50000,86,4300000,301000,1.94,8342000,2016,39.0089488070778,4.2769673396,1950447.44035389,"Louisiana","South",22,0,10335.2,5216.2,282.6,0,15834,7182.1825047822
"1031","LA",50000,98,4900000,490000,1.89,9261000,2013,44.4520579429491,4.1667362226,2222602.89714745,"Louisiana","South",22,5418.9,15364.7,16757.5,11,0,37552.1,17033.3482150961
"1032","MD",6000,23,138000,51000,0.99,137000,1992,10.4326258437534,2.1825761166,62595.7550625201,"Maryland","South",24,NA,NA,NA,NA,NA,NA,NA
"1033","MD",6000,40,240000,65000,1.59,382000,1997,18.1436971195711,3.5053495206,108862.182717426,"Maryland","South",24,0,475.1,0,0,0,475.1,215.501762537705
"1034","MD",7000,25,175000,60000,1.12,196000,1991,11.3398106997319,2.4691770208,79378.6748981234,"Maryland","South",24,NA,NA,NA,NA,NA,NA,NA
"1035","MD",7000,27,189000,77000,1.47,278000,1993,12.2469955557105,3.2407948398,85728.9688899732,"Maryland","South",24,NA,NA,NA,NA,NA,NA,NA
"1036","MD",7000,32,224000,40000,1.21,271000,1996,14.5149576956568,2.6675930314,101604.703869598,"Maryland","South",24,0,864,0,0,0,864,391.903857782735
"1037","MD",7000,35,245000,81000,1.03,252000,1995,15.8757349796247,2.2707610102,111130.144857373,"Maryland","South",24,0,361.9,0,0,0,361.9,164.155099689319
"1038","MD",7000,36,252000,83000,1.08,272000,1994,16.3293274076139,2.3809921272,114305.291853298,"Maryland","South",24,NA,NA,NA,NA,NA,NA,NA
"1039","MD",2000,42,84000,21000,1.93,162000,2003,19.0508819755496,4.2549211162,38101.7639510992,"Maryland","South",24,0,213.7,53,1.3,0,268,121.562770701126
"1040","MD",3000,46,138000,21000,1.96,270000,2002,20.8652516875067,4.3210597864,62595.7550625201,"Maryland","South",24,0,541.2,21.3,0,0,562.5,255.145740743968
"1041","MD",4000,46,184000,55000,1.6,294000,2001,20.8652516875067,3.527395744,83461.0067500268,"Maryland","South",24,0,339.5,0,0,0,339.5,153.994629302359
"1042","MD",6000,46,276000,50000,1.64,453000,1999,20.8652516875067,3.6155806376,125191.51012504,"Maryland","South",24,0,313,0,0,0,313,141.974429960644
"1043","MD",6000,46,276000,52000,1.14,315000,2000,20.8652516875067,2.5132694676,125191.51012504,"Maryland","South",24,0,318.2,0,0,0,318.2,144.333110586188
"1044","MD",7000,44,308000,92000,1.1,339000,1998,19.9580668315282,2.425084574,139706.467820697,"Maryland","South",24,0,474.7,0,0,0,474.7,215.320325566509
"1045","ME",8000,19,152000,9000,0.7,106000,1997,8.61825613179625,1.543235638,68946.04905437,"Maine","Northeast",23,0,2408.3,0,0,0,2408.3,1092.38664432657
"1046","ME",8000,55,440000,172000,0.6,264000,1994,24.9475835394102,1.322773404,199580.668315282,"Maine","Northeast",23,NA,NA,NA,NA,NA,NA,NA
"1047","ME",9000,23,207000,21000,1.06,219000,1996,10.4326258437534,2.3368996804,93893.6325937802,"Maine","Northeast",23,0,3235.5,0,0,0,3235.5,1467.5983007593
"1048","ME",11000,45,495000,223000,0.97,480000,1995,20.4116592595174,2.1384836698,224528.251854692,"Maine","Northeast",23,0,2092.3,0,0,0,2092.3,949.051437081963
"1049","ME",13000,42,546000,213000,0.69,377000,1991,19.0508819755496,1.5211894146,247661.465682145,"Maine","Northeast",23,NA,NA,NA,NA,NA,NA,NA
"1050","ME",13000,50,650000,215000,0.68,442000,1993,22.6796213994638,1.4991431912,294835.07819303,"Maine","Northeast",23,NA,NA,NA,NA,NA,NA,NA
"1051","ME",15000,22,330000,122000,0.77,254000,1992,9.97903341576408,1.6975592018,149685.501236461,"Maine","Northeast",23,NA,NA,NA,NA,NA,NA,NA
"1052","ME",10000,26,260000,117000,0.69,179000,1998,11.7934031277212,1.5211894146,117934.031277212,"Maine","Northeast",23,0,2915.3,0,0,0,2915.3,1322.35800531714
"1053","ME",10000,47,470000,47000,5.43,2552000,2015,21.318844115496,11.9710993062,213188.44115496,"Maine","Northeast",23,12.8,1774.8,320.9,0,0,2108.5,956.399634415389
"1054","ME",11000,20,220000,106000,0.79,174000,2001,9.07184855978553,1.7416516486,99790.3341576408,"Maine","Northeast",23,0,3353.3,0,0,0,3353.3,1521.03148877644
"1055","ME",11000,21,231000,143000,0.75,173000,2000,9.5254409877748,1.653466755,104779.850865523,"Maine","Northeast",23,0,4299.4,0,0,0,4299.4,1950.17528489709
"1056","ME",11000,23,253000,86000,1.6,405000,2006,10.4326258437534,3.527395744,114758.884281287,"Maine","Northeast",23,0,2595.2,347.8,142.7,0,3085.7,1399.65015504651
"1057","ME",11000,41,451000,266000,1.21,546000,2002,18.5972895475603,2.6675930314,204570.185023164,"Maine","Northeast",23,0,4659.4,301.6,0,0,4961,2250.2720352548
"1058","ME",12000,33,396000,51000,5.45,2158000,2017,14.9685501236461,12.015191753,179622.601483753,"Maine","Northeast",23,NA,NA,NA,NA,NA,NA,NA
"1059","ME",12000,34,408000,65000,3.38,1379000,2016,15.4221425516354,7.4516235092,185065.710619625,"Maine","Northeast",23,85.8,1834.7,600,0,0,2520.5,1143.27971474697
"1060","ME",14000,22,308000,89000,0.83,256000,1999,9.97903341576408,1.8298365422,139706.467820697,"Maine","Northeast",23,0,4802.6,0,0,0,4802.6,2178.4229946613
"1061","ME",4000,30,120000,17000,1.98,238000,2011,13.6077728396783,4.3651522332,54431.0913587132,"Maine","Northeast",23,372.6,3005.5,1208.6,559.6,0,5146.3,2334.32271216121
"1062","ME",4000,34,136000,24000,2.39,325000,2012,15.4221425516354,5.2690473926,61688.5702065416,"Maine","Northeast",23,197.3,1910,1667.6,0,0,3774.9,1712.26605641672
"1063","ME",5000,41,205000,33000,2.05,420000,2010,18.5972895475603,4.519475797,92986.4477378017,"Maine","Northeast",23,140.3,2738.7,1302.1,395.4,0,4576.5,2075.86574669292
"1064","ME",6000,50,3e+05,51000,1.95,585000,2009,22.6796213994638,4.299013563,136077.728396783,"Maine","Northeast",23,186.3,3936.2,885.6,10.3,0,5018.4,2276.30824062138
"1065","ME",7000,31,217000,37000,1.28,278000,2004,14.0613652676676,2.8219165952,98429.556873673,"Maine","Northeast",23,0,5041.3,160.8,0,0,5202.1,2359.63316964301
"1066","ME",7000,42,294000,79000,1.57,462000,2008,19.0508819755496,3.4612570738,133356.173828847,"Maine","Northeast",23,3.3,3620.6,204.8,2764.8,0,6593.5,2990.76167394729
"1067","ME",7000,43,301000,27000,3.14,945000,2013,19.5044744035389,6.9225141476,136531.320824772,"Maine","Northeast",23,100.1,1808,1935,0,0,3843.1,1743.20106000559
"1068","ME",8000,26,208000,193000,1.66,345000,2005,11.7934031277212,3.6596730844,94347.2250217695,"Maine","Northeast",23,0,2748.5,358.2,0,0,3106.7,1409.17559603428
"1069","ME",8000,33,264000,145000,1.41,372000,2003,14.9685501236461,3.1085174994,119748.400989169,"Maine","Northeast",23,0,4134.9,1127.9,0,0,5262.8,2387.16623002196
